Date,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Profit,Remaining_Stock
12/7/2022,Casual Loafers Brown,Casual,1,972,1843,871,59
3/9/2024,Formal Oxford Black,Formal,4,1915,3161,4985,78
12/4/2023,Slippers Home,Casual,5,241,598,1786,39
5/16/2022,Casual Loafers Brown,,8,894,1978,8672,55
1/15/2023,  Slippers Home  ,Casual,6,248,564,1901,52
12/22/2023,Casual Canvas White,Casual,10,531,1137,6060,64
9/12/2023,Casual Loafers Brown,Casual,7,905,1814,6363,52
2/9/2024,Ethnic Mojri,Ethnic,13,525,1047,6793,55
10/15/2022,Boots Winter Leather,Formal,14,3738,6456,38056,13
6/18/2022,Sports Adidas Ultra,Sports,14,3135,4984,25878,16
7/3/2023,Casual Loafers Brown,Casual,3,946,1888,2825,
3/3/2023,Sports Adidas Ultra,Sports,18,3184,5575,43042,93
8/7/2024,Kids Formal Black,Kids,15,679,1336,9857,17
12/2/2023,Ethnic Mojri,Ethnic,6,466,970,3028,19
5/28/2024,Slippers Home,Casual,3,259,577,955,67
1/9/2022,Kids Sneakers Blue,Kids,8,576,1306,5842,54
9/5/2023,Kids Formal Black,Kids,10,745,1398,6528,70
9/16/2022,Jogging Shoes Puma,Sports,10,2513,3912,,23
9/17/2024,Sandals Summer,Casual,4,376,912,2143,61
4/13/2024,Ladies Flats Gold,Ladies,10,837,1726,8882,44
7/5/2022,Ladies Flats Gold,Ladies,1,737,1744,1007,38
2/17/2024,Sports Adidas Ultra,Sports,13,3178,5162,25795,53
7/17/2024,Ladies Flats Gold,Ladies,13,749,1754,13065,31
1/10/2022,Slippers Home,Casual,8,239,556,2536,56
1/5/2022,Sports Adidas Ultra,Sports,13,3416,5656,29122,135
10/14/2024,Jogging Shoes Puma,Sports,7,2466,4173,11955,69
10/7/2023,Casual Canvas White,Casual,15,568,1086,7771,127
3/30/2024,Kids Sneakers Blue,Kids,11,589,,6759,103
10/14/2024,  Sandals Summer  ,Casual,10,371,984,6135,129
11/26/2023,Formal Pump Ladies,Ladies,5,1415,2853,7193,87
4/29/2024,Casual Loafers Brown,Casual,3,956,1720,2291,81
8/3/2022,Ethnic Mojri,Ethnic,12,518,1073,6660,88
5/28/2023,Casual Canvas White,Casual,13,561,1135,7462,46
3/10/2024,Casual Canvas White,Casual,13,530,1078,7124,101
8/26/2023,Ladies Heels Red,Ladies,7,1176,2616,10081,68
10/1/2022,Sports Adidas Ultra,Sports,18,3270,4949,30211,
6/30/2024,Formal Pump Ladies,Ladies,4,1582,2921,5360,36
5/11/2022,Ladies Heels Red,Ladies,14,1178,2482,18262,37
7/17/2024,Ethnic Mojri,Ethnic,14,473,1082,8535,21
4/9/2023,Casual Canvas White,Casual,6,552,1208,3934,62
3/26/2024,Boots Winter Leather,Formal,3,3667,6161,7481,84
4/25/2023,Kids Sneakers Blue,Kids,6,620,1184,3385,107
1/17/2024,Ladies Heels Red,Ladies,13,1193,2467,16567,59
1/16/2024,Kids Formal Black,Kids,13,708,1429,9364,33
6/6/2022,Formal Pump Ladies,Ladies,14,1588,2685,15353,68
3/26/2022,Sandals Summer,Casual,7,376,905,3701,65
4/11/2022,Slippers Home,Casual,13,232,533,3915,72
2/6/2024,Boots Winter Leather,Formal,10,3405,5773,23675,105
8/21/2024,Sandals Summer,Casual,6,401,865,2785,27
7/19/2022,Sports Adidas Ultra,Sports,14,3304,5701,33567,149
2/7/2022,Formal Oxford Black,Formal,9,1721,3112,12517,36
6/7/2022,Casual Canvas White,Casual,11,508,1112,6644,43
9/4/2023,Ladies Flats Gold,Ladies,4,,,3044,69
2/1/2024,Running Shoes Nike Air,Sports,8,2757,4814,16458,
9/20/2024,Ladies Flats Gold,Ladies,3,828,1680,2555,16
11/28/2023,Casual Canvas White,Casual,4,540,1155,2460,63
10/23/2024,Kids Sneakers Blue,Kids,10,601,1256,6550,120
6/25/2022,Ladies Heels Red,Ladies,13,1253,2487,16054,86
3/7/2024,Ethnic Mojri,Ethnic,5,471,992,2603,11
11/16/2024,Formal Oxford Black,Formal,10,1792,3239,14470,87
2/3/2023,Kids Sneakers Blue,Kids,7,642,1302,4617,56
1/12/2024,Slippers Home,Casual,8,249,531,2252,74
12/27/2023,Casual Loafers Brown,Casual,1,,1906,1061,34
2/2/2022,Slippers Home,Casual,9,251,558,2757,145
1/8/2023,,Kids,13,751,1362,7949,112
9/18/2023,Kids Sneakers Blue,KIDS,13,582,1261,8829,36
1/13/2023,Jogging Shoes Puma,Sports,14,2495,4229,24268,
10/21/2022,Ethnic Mojri,Ethnic,9,479,1053,5165,70
8/24/2022,Running Shoes Nike Air,Sports,1,2873,4856,1982,99
11/24/2022,Casual Canvas White,Casual,15,587,1101,7706,72
3/25/2023,Slippers Home,Casual,11,260,523,2891,120
10/27/2022,Ladies Flats Gold,Ladies,7,759,1638,6155,129
8/6/2023,,Formal,2,3742,6415,5345,32
1/24/2024,Formal Oxford Black,Formal,12,1856,3064,14493,63
7/17/2022,Ethnic Mojri,Ethnic,10,480,956,4765,13
3/18/2022,Ethnic Mojri,Ethnic,13,502,1070,7392,86
11/14/2023,Casual Loafers Brown,Casual,4,966,1843,3505,
10/24/2024,Running Shoes Nike Air,Sports,7,2833,4850,14117,17
4/18/2024,Sports Adidas Ultra,Sports,5,2982,5461,12394,76
4/7/2023,Boots Winter Leather,Formal,14,3612,6054,34188,11
8/9/2024,Ethnic Mojri,ethnic,4,,1088,2411,56
7/16/2023,Slippers Home,Casual,12,242,553,3728,89
11/2/2022,Slippers Home,Casual,15,267,526,3893,54
5/29/2023,Ethnic Mojri,Ethnic,10,494,1091,5966,31
8/17/2023,Slippers Home,Casual,9,252,584,2982,10
4/22/2023,Running Shoes Nike Air,Sports,4,2646,4613,7867,87
2/11/2022,Kids Sneakers Blue,Kids,-14,552,1271,10058,85
4/8/2024,Casual Canvas White,Casual,1,579,1149,570,74
10/17/2023,Jogging Shoes Puma,Sports,2,2474,4309,3670,52
9/17/2024,Jogging Shoes Puma,Sports,15,2613,3933,19808,13
5/12/2023,Boots Winter Leather,Formal,12,3409,6403,,118
10/18/2023,Running Shoes Nike Air,Sports,1,2843,4417,1574,38
4/15/2024,Casual Loafers Brown,Casual,7,913,1807,6257,107
10/27/2022,Kids Sneakers Blue,Kids,13,595,1301,9185,95
5/16/2024,Ladies Flats Gold,Ladies,3,848,1675,2479,29
3/10/2023,Slippers Home,Casual,3,249,546,890,61
4/19/2024,Kids Formal Black,Kids,3,650,1407,2273,
8/21/2022,Ladies Flats Gold,Ladies,11,787,1733,10411,52
10/31/2022,Ladies Flats Gold,,4,799,1535,2946,125
3/14/2023,Boots Winter Leather,Formal,4,3477,5759,9130,55
1/1/2024,Slippers Home,CASUAL,2,243,,697,82
4/18/2022,Ethnic Mojri,ethnic,,505,1095,590,147
9/11/2022,Slippers Home,Casual,13,254,,4034,
4/2/2023,Casual Canvas White,Casual,1,587,1173,586,112
8/21/2023,Slippers Home,Casual,10,236,551,3152,121
3/3/2022,Kids Formal Black,Kids,11,754,1398,7077,21
7/21/2023,Ethnic Mojri,Ethnic,14,533,1072,7545,48
11/20/2023,Kids Sneakers Blue,Kids,14,607,1160,7739,48
9/6/2024,Formal Pump Ladies,Ladies,12,1438,2693,15063,97
8/20/2024,Sports Adidas Ultra,Sports,5,3068,5058,9949,38
5/25/2024,Jogging Shoes Puma,Sports,10,2642,4144,,80
2/10/2022,Formal Oxford Black,Formal,4,1942,3478,6146,32
8/30/2022,Running Shoes Nike Air,Sports,3,2932,4670,5213,71
3/7/2023,Kids Formal Black,Kids,3,722,1350,1883,53
8/7/2022,Ladies Flats Gold,Ladies,9,751,1522,6936,94
11/23/2022,Sports Adidas Ultra,Sports,7,3006,4959,13673,113
9/29/2022,Jogging Shoes Puma,Sports,,2419,4352,19329,24
12/1/2024,Formal Oxford Black,Formal,3,1865,3346,4444,41
1/22/2023,Kids Formal Black,Kids,12,734,1514,9365,55
5/2/2024,  Jogging Shoes Puma  ,Sports,14,2352,4110,,74
2/8/2024,Ladies Heels Red,Ladies,5,1151,2570,,114
3/28/2022,Sandals Summer,Casual,9,428,957,4759,54
10/19/2022,Boots Winter Leather,Formal,6,3758,6418,15963,137
10/20/2022,Formal Pump Ladies,Ladies,12,,2736,15591,22
1/12/2023,  Kids Formal Black  ,Kids,4,693,1461,3075,96
8/8/2023,Ladies Flats Gold,Ladies,4,818,1636,,73
9/16/2023,Running Shoes Nike Air,Sports,13,2762,4363,20813,92
1/14/2022,Sandals Summer,Casual,5,378,968,,44
3/7/2023,Ethnic Mojri,Ethnic,15,497,1055,8378,141
9/12/2024,Casual Loafers Brown,Casual,15,951,1946,14912,85
6/14/2023,Kids Sneakers Blue,Kids,7,626,1227,4205,66
3/19/2024,Kids Sneakers Blue,Kids,6,605,1289,,130
9/22/2023,Boots Winter Leather,Formal,,3586,6577,29911,50
11/23/2024,Sandals Summer,Casual,13,377,914,6983,18
6/10/2022,  Casual Canvas White  ,Casual,2,554,1193,1278,49
10/5/2023,  Formal Pump Ladies  ,Ladie,3,1585,2916,3995,
5/5/2022,Slippers Home,Casual,10,246,564,3183,34
3/19/2023,Ethnic Mojri,Ethnic,5,508,973,2327,109
4/18/2024,Jogging Shoes Puma,Sports,1,2319,3840,1521,43
3/1/2022,  Casual Canvas White  ,Casual,15,538,1117,8688,23
12/5/2022,Sandals Summer,Casual,3,423,960,1613,129
7/23/2022,Sports Adidas Ultra,Sports,3,3026,5112,6257,129
9/2/2022,Slippers Home,Casual,1,261,564,303,22
10/17/2024,Ethnic Mojri,Ethnic,11,491,1094,6634,30
12/1/2023,Slippers Home,Casual,6,258,546,1730,67
8/4/2023,Sports Adidas Ultra,Sports,9,3353,4945,14329,51
10/3/2024,Sports Adidas Ultra,Sports,8,3043,5432,19112,58
9/21/2023,Jogging Shoes Puma,Sports,6,2605,4194,9531,105
5/19/2023,Casual Loafers Brown,Casual,12,939,1780,10086,54
12/2/2022,Kids Sneakers Blue,Kids,1,623,1161,538,41
11/14/2024,Kids Sneakers Blue,,11,630,1239,6699,75
1/15/2022,Kids Sneakers Blue,Kids,5,610,1269,3296,27
1/14/2022,Casual Canvas White,Casual,,560,1208,3240,124
4/27/2022,Ladies Heels Red,Ladies,14,1119,2498,19310,74
2/23/2022,Sandals Summer,Casual,7,432,927,3465,26
9/16/2022,Sports Adidas Ultra,Sports,5,3360,5428,10342,49
9/25/2024,Casual Loafers Brown,Casual,12,923,,9926,16
10/17/2024,Casual Canvas White,Casual,5,528,1137,3045,67
7/18/2022,Formal Oxford Black,Formal,3,1936,3411,4426,35
2/25/2023,Ethnic Mojri,Ethnic,4,484,986,2006,69
3/17/2023,Ladies Heels Red,Ladies,3,1122,2493,4115,13
5/23/2022,Kids Formal Black,Kids,,718,1367,7790,46
9/30/2022,Formal Pump Ladies,Ladies,12,1449,2916,17601,23
7/28/2023,Ladies Heels Red,Ladies,8,1164,2630,11725,40
4/24/2023,Sports Adidas Ultra,Sports,7,3302,5705,16814,27
4/21/2023,  Slippers Home  ,Casual,11,269,532,2893,49
9/9/2023,Sandals Summer,Casual,6,400,855,2731,26
4/26/2022,Ethnic Mojri,Ethnic,14,485,1094,8527,90
7/22/2023,Kids Sneakers Blue,Kids,16,618,1189,9150,64
12/20/2024,Ladies Heels Red,Ladies,3,,2567,4198,21
6/1/2022,Kids Sneakers Blue,Kids,19,630,1144,9764,95
9/7/2022,Sports Adidas Ultra,Sports,10,3171,5215,20440,98
9/28/2024,Ladies Flats Gold,Ladies,-11,794,1741,10415,67
7/28/2024,Casual Canvas White,Casual,12,538,1196,,30
7/4/2024,  Ethnic Mojri  ,Ethnic,5,485,1080,2973,97
5/27/2022,Jogging Shoes Puma,Sports,12,2651,4371,20637,93
6/24/2023,Casual Canvas White,Casual,6,579,1065,2915,60
10/19/2022,  Kids Sneakers Blue  ,Kids,3,555,1306,2252,43
11/28/2023,Kids Sneakers Blue,Kids,12,617,1278,7933,17
10/23/2024,Running Shoes Nike Air,Sports,9,2745,4501,15808,24
9/13/2023,Kids Formal Black,Kids,8,692,1388,5563,32
2/7/2022,Kids Sneakers Blue,Kids,14,566,11439,8191,130
10/4/2023,Kids Sneakers Blue,Kids,5,,1303,3570,
1/24/2022,Formal Pump Ladies,Ladies,12,1504,2681,14121,141
7/24/2023,Sports Adidas Ultra,Sports,12,2967,5123,25874,78
4/13/2024,Running Shoes Nike Air,Sports,9,2855,4291,12922,70
2/27/2023,Ladies Heels Red,Ladies,15,1143,2591,21716,73
4/10/2023,Ladies Heels Red,Ladies,12,1175,2517,16094,111
10/3/2023,Kids Formal Black,Kids,5,674,1442,3841,67
11/28/2023,  Casual Canvas White  ,Casual,3,573,1125,,60
7/5/2024,Running Shoes Nike Air,Sports,1,2887,4731,1844,33
3/19/2022,Kids Formal Black,Kids,5,678,1457,3891,30
11/24/2023,Casual Canvas White,Casual,8,508,1118,4876,12
5/5/2022,Formal Pump Ladies,Ladies,6,1548,3001,8717,63
1/20/2022,Ladies Heels Red,Ladies,7,1167,,9969,103
10/14/2024,Formal Pump Ladies,Ladies,11,1493,2722,13527,95
3/31/2022,Casual Canvas White,Casual,10,574,1108,5336,74
7/11/2023,Sports Adidas Ultra,Sports,10,,,22763,133
12/7/2023,Running Shoes Nike Air,Sports,8,2659,4279,12963,46
7/13/2022,Ladies Heels Red,Ladies,9,1255,2568,11817,25
11/29/2022,Formal Oxford Black,Formal,10,1823,3435,16121,44
9/12/2022,Sandals Summer,Casual,11,427,867,4840,34
1/29/2022,Ethnic Mojri,Ethnic,7,492,1057,3959,88
10/22/2024,Casual Loafers Brown,Casual,3,913,1742,2485,42
9/7/2023,Running Shoes Nike Air,Sports,15,2969,4790,27316,33
7/26/2024,Kids Sneakers Blue,Kids,2,605,,1072,102
7/15/2024,Casual Canvas White,Casual,,577,,3934,20
8/13/2023,Casual Loafers Brown,Casual,5,871,1772,4503,34
8/10/2024,Slippers Home,Casual,11,266,,3134,29
4/16/2023,Ladies Flats Gold,Ladies,8,859,1682,6579,123
9/18/2023,Ladies Heels Red,Ladies,12,1293,2413,13438,70
12/26/2023,Kids Sneakers Blue,Kids,13,555,1162,7881,35
4/6/2023,Slippers Home,Casual,5,258,530,1363,82
3/7/2022,Kids Formal Black,Kids,15,703,1466,11441,54
4/20/2022,Jogging Shoes Puma,Sports,8,2666,4022,10854,86
5/31/2024,Ladies Heels Red,Ladies,8,1127,2379,10019,74
1/1/2024,Ladies Heels Red,Ladies,10,1171,2427,12555,28
6/17/2022,Running Shoes Nike Air,Sports,3,2699,4372,5018,28
5/15/2022,Slippers Home,Casual,8,243,523,2237,10
9/27/2023,Casual Loafers Brown,Casual,9,870,1770,8101,13
5/19/2023,Sandals Summer,Casual,6,373,911,3225,103
9/17/2022,Boots Winter Leather,Formal,11,3297,6357,33660,60
1/8/2024,Sports Adidas Ultra,Sports,15,3069,5664,38928,55
4/23/2022,Kids Sneakers Blue,Kids,13,590,1207,8022,70
6/18/2024,Sports Adidas Ultra,Sports,,3148,5143,29918,10
4/12/2024,Sports Adidas Ultra,Sports,15,3254,5408,32320,89
12/13/2022,Slippers Home,Casual,9,264,564,2701,66
6/18/2024,Sports Adidas Ultra,Sports,3,3026,5034,6023,95
11/29/2023,Running Shoes Nike Air,Sports,21,2962,4311,,10
11/22/2024,Sports Adidas Ultra,Sports,19,3270,,37113,25
1/27/2024,Formal Oxford Black,Formal,8,,3178,11862,24
4/25/2023,Kids Formal Black,Kids,12,680,1390,8519,62
4/13/2023,Sandals Summer,Casual,12,,,6346,72
11/15/2024,Slippers Home,Casual,13,245,524,3623,85
6/4/2023,Ladies Flats Gold,Ladies,14,740,1754,14199,86
9/7/2024,Sandals Summer,Casual,4,396,931,2141,74
3/2/2023,Formal Pump Ladies,Ladies,11,1383,2935,17071,109
1/15/2024,Ethnic Mojri,Ethnic,5,528,1020,2460,24
6/5/2023,Running Shoes Nike Air,Sports,6,2638,4331,10159,34
2/8/2024,Sandals Summer,Casual,3,406,935,1587,51
8/28/2023,Casual Loafers Brown,Casual,2,888,1938,2100,82
2/2/2022,Ladies Heels Red,Ladies,12,1195,2536,16090,107
9/8/2023,Casual Loafers Brown,Casual,8,828,1750,7374,59
1/14/2024,Ethnic Mojri,Ethnic,6,491,1041,3298,29
5/16/2024,Casual Loafers Brown,Casual,4,948,1744,3183,55
7/27/2022,,Kids,15,637,1154,7750,23
9/7/2024,Jogging Shoes Puma,Sports,8,2611,4034,,44
12/24/2024,Sports Adidas Ultra,Sports,15,3156,5314,32367,104
11/12/2022,Ethnic Mojri,Ethnic,4,518,1039,2085,46
9/7/2024,Running Shoes Nike Air,Sports,6,3015,4455,8641,75
7/29/2022,Casual Loafers Brown,Casual,8,851,1863,8096,56
1/28/2023,Jogging Shoes Puma,Sports,7,2344,4022,11743,90
4/12/2023,Formal Oxford Black,Formal,3,1808,3460,4958,
3/7/2022,Casual Loafers Brown,Casual,4,877,1917,4159,114
8/20/2022,Slippers Home,Casual,13,259,596,4374,49
11/4/2023,Kids Sneakers Blue,Kids,1,599,1290,691,105
12/28/2023,Casual Loafers Brown,Casual,1,,1722,811,33
10/2/2023,  Sports Adidas Ultra  ,Sports,21,3344,5189,38737,131
10/21/2022,Slippers Home,Casual,5,249,601,1758,78
7/25/2023,Formal Pump Ladies,Ladies,12,1502,2904,16827,
1/18/2024,Sports Adidas Ultra,Sports,7,2946,5087,14992,26
8/20/2022,Ladies Flats Gold,Ladies,10,819,1649,8301,63
11/19/2023,Boots Winter Leather,Formal,1,3610,6104,2494,48
8/1/2024,Formal Oxford Black,Formal,10,1763,3040,12774,73
6/9/2022,Sandals Summer,Casual,3,409,,1729,12
11/20/2023,Formal Oxford Black,Formal,13,1689,3116,18555,51
4/9/2022,Casual Loafers Brown,Casual,8,850,,8495,44
12/8/2023,Ladies Heels Red,Ladies,3,1267,2552,3856,49
4/15/2024,Sandals Summer,Casual,1,,970,566,86
9/12/2024,Sandals Summer,Casual,3,381,965,1751,33
9/15/2023,Ladies Flats Gold,Ladies,5,863,1668,4022,34
3/6/2023,Ethnic Mojri,Ethnic,14,477,9862,8457,27
8/13/2024,Ethnic Mojri,Ethnic,10,469,992,5221,33
11/27/2024,Casual Canvas White,Casual,1,516,1133,617,28
11/24/2024,Running Shoes Nike Air,Sports,8,,4620,15520,18
12/11/2022,Kids Sneakers Blue,Kids,11,600,,6942,19
3/30/2024,Ladies Heels Red,Ladies,2,1163,2560,2794,78
5/16/2024,Kids Sneakers Blue,Kids,11,592,1274,7510,81
5/20/2023,Casual Canvas White,Casual,14,555,1071,7212,25
3/6/2024,Jogging Shoes Puma,Sports,8,2430,4047,,40
8/30/2023,Sandals Summer,Casual,14,411,976,7916,45
12/30/2024,Kids Sneakers Blue,Kids,7,576,1149,4015,
10/14/2024,Kids Sneakers Blue,Kids,1,589,1255,666,25
2/6/2023,Kids Formal Black,Kids,9,667,1533,7798,49
9/28/2023,Sports Adidas Ultra,Sports,12,3390,5343,23443,33
9/6/2024,Jogging Shoes Puma,Sports,6,2639,4117,8868,
4/2/2024,Formal Oxford Black,Formal,2,1861,3258,2795,61
10/13/2023,Formal Pump Ladies,LADIES,14,1518,2809,18075,32
12/17/2024,Jogging Shoes Puma,Sports,5,2617,,6470,48
7/30/2023,Ethnic Mojri,Ethnic,3,530,952,1267,38
12/24/2023,Ladies Heels Red,Ladies,14,1139,2400,17661,55
12/24/2022,Casual Canvas White,Casual,6,578,1048,2821,117
8/26/2022,Kids Sneakers Blue,Kids,,593,,1181,36
7/18/2022,Boots Winter Leather,Formal,15,3666,5802,32042,36
4/8/2023,Kids Sneakers Blue,Kids,6,645,1171,3157,134
10/3/2022,Kids Sneakers Blue,Kids,10,622,1197,5752,91
6/8/2024,Sandals Summer,Casual,8,395,913,,89
3/31/2023,Ladies Flats Gold,Ladies,15,760,1746,14790,52
4/5/2023,Jogging Shoes Puma,Sports,19,2560,3965,26695,48
12/11/2023,Sandals Summer,Casual,4,369,908,2154,55
11/18/2024,Formal Oxford Black,FORMAL,16,1893,3151,20126,70
9/11/2022,Ladies Heels Red,Ladies,7,,2422,8836,44
8/30/2023,  Ethnic Mojri  ,Ethnic,12,474,1098,7493,77
8/4/2023,Kids Sneakers Blue,Kids,10,594,1299,7052,22
11/29/2024,Sandals Summer,Casual,11,413,902,,139
2/27/2023,Boots Winter Leather,Formal,13,3714,6376,34604,97
4/4/2024,Jogging Shoes Puma,Sports,9,2612,4232,14585,94
11/20/2023,,Ladies,8,1396,2886,11916,104
4/23/2023,Casual Canvas White,Casual,,560,1076,4647,34
9/29/2022,Slippers Home,Casual,12,253,599,4154,57
4/13/2023,Slippers Home,casual,10,235,523,2882,72
8/26/2022,Casual Canvas White,Casual,11,540,1107,6238,63
5/30/2024,Casual Canvas White,Casual,7,580,1056,3332,23
8/10/2022,Boots Winter Leather,Formal,15,3771,6253,37219,87
2/22/2023,Kids Formal Black,Kids,15,667,1344,10167,74
5/29/2024,Casual Canvas White,Casual,4,509,1139,2520,30
10/21/2022,Jogging Shoes Puma,Sports,2,2321,4078,3515,55
5/28/2023,Jogging Shoes Puma,Sports,8,2680,4010,10641,85
1/23/2022,  Kids Formal Black  ,Kids,10,682,1502,8203,122
5/2/2023,Sports Adidas Ultra,Sports,11,3445,5547,23120,53
5/25/2024,Jogging Shoes Puma,Sports,13,2316,3810,19425,90
11/26/2022,  Casual Loafers Brown  ,Casual,14,913,1733,11490,65
7/27/2023,Ladies Flats Gold,LADIES,8,820,,6596,100
5/15/2023,Ladies Flats Gold,Ladies,1,833,1594,761,44
4/26/2024,Ladies Heels Red,Ladies,13,1186,2577,18092,89
3/4/2024,Kids Formal Black,Kids,10,700,1535,8356,135
7/14/2024,  Jogging Shoes Puma  ,Sports,9,2652,4213,14053,12
5/16/2022,Sandals Summer,Casual,14,386,929,7598,66
9/11/2022,Casual Loafers Brown,Casual,6,840,1864,6146,67
9/29/2024,Running Shoes Nike Air,Sports,5,2960,4297,6685,37
3/27/2023,Jogging Shoes Puma,Sports,5,2676,4199,7613,127
11/17/2022,Sandals Summer,Casual,15,371,907,8031,
9/10/2023,Sandals Summer,Casual,11,415,944,5815,15
6/23/2024,Sandals Summer,Casual,12,392,869,5728,62
11/18/2024,Ladies Flats Gold,Ladies,4,813,1598,,21
11/12/2024,Running Shoes Nike Air,Sports,4,2755,4924,8677,33
4/10/2024,Ladies Heels Red,Ladies,11,1176,2541,15012,16
10/2/2024,Slippers Home,Casual,12,267,,4040,15
12/11/2022,Sports Adidas Ultra,Sports,13,3196,5304,27398,74
4/29/2023,Boots Winter Leather,Formal,9,3742,6153,21707,26
1/30/2023,Casual Loafers Brown,Casual,9,920,1916,8964,19
5/21/2022,Kids Sneakers Blue,Kids,4,556,1151,2380,22
12/2/2024,Ladies Flats Gold,Ladies,11,844,1720,9633,29
4/20/2022,  Boots Winter Leather  ,Formal,1,3535,5899,2364,46
4/23/2024,Ladies Heels Red,Ladies,8,1143,2370,9814,102
10/2/2024,Sandals Summer,Casual,9,395,937,4877,14
10/19/2022,Running Shoes Nike Air,Sports,15,2788,4389,24017,56
11/24/2022,Formal Oxford Black,Formal,14,1794,3059,17714,103
2/14/2023,Ladies Heels Red,Ladies,1,1157,2431,1274,107
12/13/2022,Kids Formal Black,Kids,5,710,1521,4054,55
5/20/2022,Ethnic Mojri,Ethnic,5,476,1041,2823,46
1/1/2022,Formal Pump Ladies,Ladies,1,1555,2885,1330,193
3/24/2023,Casual Canvas White,Casual,,521,1107,4101,142
12/13/2024,Ladies Heels Red,Ladies,12,1106,,14146,24
3/1/2023,Running Shoes Nike Air,Sports,4,2774,4454,6722,124
7/1/2023,Jogging Shoes Puma,Sports,1,2349,4151,1802,56
9/24/2024,Boots Winter Leather,Formal,12,3370,5770,28798,54
3/12/2022,Jogging Shoes Puma,Sports,16,2560,4275,27438,72
5/12/2022,Casual Canvas White,Casual,,554,1208,5234,36
1/28/2023,Casual Canvas White,Casual,,546,1050,2017,70
4/22/2024,Casual Canvas White,Casual,3,582,1098,1549,48
10/25/2023,Formal Pump Ladies,Ladies,9,1467,2757,11608,110
12/19/2022,Ladies Heels Red,Ladies,11,1289,2547,13843,69
5/26/2022,Kids Formal Black,Kids,15,650,1377,10905,17
12/30/2024,Jogging Shoes Puma,Sports,14,2664,4055,19478,17
1/22/2022,Ladies Heels Red,Ladies,7,1232,2416,8294,96
9/25/2022,Casual Canvas White,Casual,11,586,1176,6496,15
12/18/2022,Formal Oxford Black,Formal,13,1893,3282,18057,85
8/17/2023,Casual Canvas White,Casual,2,587,1115,1056,50
12/20/2024,Slippers Home,,2,238,587,698,101
5/8/2024,Boots Winter Leather,Formal,5,3269,5964,13474,
10/22/2024,  Running Shoes Nike Air  ,Sports,15,2741,4764,30348,33
11/28/2023,Casual Loafers Brown,Casual,7,874,1776,6319,33
6/29/2022,Ladies Heels Red,Ladies,12,1236,2283,12572,58
4/14/2022,Ladies Heels Red,Ladies,14,1105,2288,16569,34
9/13/2024,Sandals Summer,Casual,,415,875,6891,18
10/17/2024,Ethnic Mojri,Ethnic,4,519,950,1724,26
1/9/2023,Boots Winter Leather,Formal,2,3243,6008,5530,89
12/29/2023,Ethnic Mojri,Ethnic,6,518,1031,3078,74
7/13/2022,Slippers Home,Casual,14,239,575,4701,16
12/3/2023,Ethnic Mojri,Ethnic,3,,986,1565,16
4/8/2023,Sandals Summer,Casual,2,371,933,1124,30
11/26/2022,Ladies Heels Red,Ladies,5,1195,2592,6986,17
9/30/2022,Ladies Flats Gold,Ladies,12,861,1647,9427,25
1/24/2022,Ethnic Mojri,Ethnic,11,506,1058,6069,20
5/13/2024,Formal Oxford Black,Formal,13,1856,3513,21546,44
11/30/2024,Kids Formal Black,Kids,,,1463,11165,
3/28/2023,Running Shoes Nike Air,Sports,18,2906,4733,32885,26
3/9/2022,Casual Canvas White,Casual,4,591,1146,,51
1/26/2022,Formal Pump Ladies,,7,1554,3013,10214,126
12/27/2024,Casual Canvas White,Casual,3,582,,1566,59
3/29/2023,Kids Formal Black,kids,9,755,1428,6061,129
3/28/2023,Ladies Heels Red,Ladies,12,1131,2467,16029,31
1/11/2022,Ethnic Mojri,Ethnic,13,523,993,6110,28
4/14/2023,Sports Adidas Ultra,Sports,16,3395,5575,34875,82
2/5/2024,Formal Pump Ladies,Ladies,10,1567,2763,11962,87
7/29/2023,Slippers Home,Casual,13,247,569,4195,
10/20/2023,Running Shoes Nike Air,Sports,16,2967,4892,30800,
7/26/2024,Sports Adidas Ultra,Sports,14,3391,5237,25840,21
9/27/2024,Casual Canvas White,Casual,13,557,1100,7064,97
10/12/2022,Jogging Shoes Puma,Sports,11,2346,4158,19931,100
10/31/2023,Ethnic Mojri,Ethnic,10,494,1009,5153,15
5/16/2024,Casual Canvas White,Casual,9,577,1062,4369,71
10/25/2023,Casual Loafers Brown,Casual,14,926,,13909,75
9/3/2023,Casual Canvas White,Casual,13,571,1096,6829,15
2/3/2023,Boots Winter Leather,Formal,5,3271,6582,16554,
3/5/2024,Ladies Flats Gold,Ladies,1,819,1692,873,70
11/7/2023,Slippers Home,Casual,5,253,527,1370,122
2/9/2022,Ethnic Mojri,Ethnic,5,475,1038,2816,
12/13/2024,Ethnic Mojri,Ethnic,2,535,1002,934,19
1/23/2022,Slippers Home,Casual,8,248,540,2340,33
3/18/2023,Kids Sneakers Blue,Kids,10,595,1254,6594,80
8/3/2023,Running Shoes Nike Air,Sports,14,2999,4871,26197,26
2/23/2024,Kids Formal Black,Kids,6,666,1339,,23
3/2/2023,Jogging Shoes Puma,Sports,18,2586,4126,27709,83
2/2/2022,  Sports Adidas Ultra  ,Sports,,3209,5089,1881,89
4/6/2024,  Formal Oxford Black  ,Formal,12,1917,3480,18750,49
